1.000054824867447900e+00,1.000054824867447900e+00,1.000054824867447900e+00,1.000047750799265112e+00,1.000042182134539326e+00,1.000042182134539326e+00,1.000037715516862935e+00,1.000037715516862935e+00,1.000034074536914286e+00,1.000031064637782574e+00,1.000031064637782574e+00,1.000028545638637745e+00,1.000026414441110623e+00,1.000024593828219066e+00,1.000023025022481304e+00,1.000021662628006069e+00,1.000020471122078147e+00,1.000019422376415390e+00,1.000018493876478010e+00,1.000017667422710366e+00,1.000016928170087249e+00,1.000016263908746428e+00,1.000015121553056607e+00,1.000014627913362375e+00,1.000014177598883336e+00,1.000013387275934473e+00,1.000013039157731320e+00,1.000012420749342823e+00,1.000011889168284540e+00,1.000011428296014193e+00,1.000011220359507735e+00,1.000010843003714900e+00,1.000010509953391802e+00,1.000010078578122963e+00,1.000009828648626531e+00,1.000009603866497399e+00,1.000009306507911866e+00,1.000009130828690029e+00,1.000008895655599250e+00,1.000008689251652871e+00,1.000008506864712654e+00,1.000008344706992292e+00,1.000008199726626579e+00,1.000008028913748959e+00,1.000007879574005054e+00,1.000007779425365673e+00,1.000007659315911956e+00,1.000007527406004293e+00,1.000007434117736294e+00,1.000007330300011432e+00
1.000054824867447900e+00,1.000054824867447900e+00,1.000054824867447900e+00,1.000047750799265112e+00,1.000042182134539326e+00,1.000042182134539326e+00,1.000037715516862935e+00,1.000037715516862935e+00,1.000034074536914286e+00,1.000031064637782574e+00,1.000031064637782574e+00,1.000028545638637745e+00,1.000026414441110623e+00,1.000024593828219066e+00,1.000023025022481304e+00,1.000021662628006069e+00,1.000020471122078147e+00,1.000019422376415390e+00,1.000018493876478010e+00,1.000017667422710366e+00,1.000016928170087249e+00,1.000016263908746428e+00,1.000015121553056607e+00,1.000014627913362375e+00,1.000014177598883336e+00,1.000013387275934473e+00,1.000013039157731320e+00,1.000012420749342823e+00,1.000011889168284540e+00,1.000011428296014193e+00,1.000011220359507735e+00,1.000010843003714900e+00,1.000010509953391802e+00,1.000010078578122963e+00,1.000009828648626531e+00,1.000009603866497399e+00,1.000009306507911866e+00,1.000009130828690029e+00,1.000008895655599250e+00,1.000008689251652871e+00,1.000008506864712654e+00,1.000008344706992292e+00,1.000008199726626579e+00,1.000008028913748959e+00,1.000007879574005054e+00,1.000007779425365673e+00,1.000007659315911956e+00,1.000007527406004293e+00,1.000007434117736294e+00,1.000007330300011432e+00
1.000054824867447900e+00,1.000054824867447900e+00,1.000054824867447900e+00,1.000047750799265112e+00,1.000042182134539326e+00,1.000042182134539326e+00,1.000037715516862935e+00,1.000037715516862935e+00,1.000034074536914286e+00,1.000031064637782574e+00,1.000031064637782574e+00,1.000028545638637745e+00,1.000026414441110623e+00,1.000024593828219066e+00,1.000023025022481304e+00,1.000021662628006069e+00,1.000020471122078147e+00,1.000019422376415390e+00,1.000018493876478010e+00,1.000017667422710366e+00,1.000016928170087249e+00,1.000016263908746428e+00,1.000015121553056607e+00,1.000014627913362375e+00,1.000014177598883336e+00,1.000013387275934473e+00,1.000013039157731320e+00,1.000012420749342823e+00,1.000011889168284540e+00,1.000011428296014193e+00,1.000011220359507735e+00,1.000010843003714900e+00,1.000010509953391802e+00,1.000010078578122963e+00,1.000009828648626531e+00,1.000009603866497399e+00,1.000009306507911866e+00,1.000009130828690029e+00,1.000008895655599250e+00,1.000008689251652871e+00,1.000008506864712654e+00,1.000008344706992292e+00,1.000008199726626579e+00,1.000008028913748959e+00,1.000007879574005054e+00,1.000007779425365673e+00,1.000007659315911956e+00,1.000007527406004293e+00,1.000007434117736294e+00,1.000007330300011432e+00
1.000051744276924115e+00,1.000051744276924115e+00,1.000051744276924115e+00,1.000044743310032791e+00,1.000039238538031006e+00,1.000039238538031006e+00,1.000034828129209741e+00,1.000034828129209741e+00,1.000031236912987120e+00,1.000028271336842689e+00,1.000028271336842689e+00,1.000025792036678185e+00,1.000023696581745281e+00,1.000021908304238316e+00,1.000020368881444188e+00,1.000019033296605908e+00,1.000017866345175310e+00,1.000016840167563537e+00,1.000015932477525293e+00,1.000015125270588001e+00,1.000014403869336377e+00,1.000013756208651960e+00,1.000012643788438682e+00,1.000012163688915212e+00,1.000011726079112817e+00,1.000010958947964212e+00,1.000010621441259406e+00,1.000010022548797339e+00,1.000009508495230515e+00,1.000009063449382340e+00,1.000008862863282166e+00,1.000008499209367185e+00,1.000008178672541881e+00,1.000007764155319778e+00,1.000007524363629496e+00,1.000007308954314222e+00,1.000007024399143241e+00,1.000006856519012777e+00,1.000006632084307068e+00,1.000006435410180528e+00,1.000006261879797353e+00,1.000006107817560386e+00,1.000005970265402500e+00,1.000005808453645173e+00,1.000005667223099692e+00,1.000005572647759466e+00,1.000005459376108519e+00,1.000005335183218547e+00,1.000005247493548355e+00,1.000005150054160019e+00
1.000049613241583479e+00,1.000049613241583479e+00,1.000049613241583479e+00,1.000042676603323022e+00,1.000037227894635228e+00,1.000037227894635228e+00,1.000032866698957745e+00,1.000032866698957745e+00,1.000029318978896464e+00,1.000026392091454941e+00,1.000026392091454941e+00,1.000023947406593727e+00,1.000021883090175034e+00,1.000020122962937963e+00,1.000018609105267631e+00,1.000017296835452818e+00,1.000016151229419892e+00,1.000015144663952693e+00,1.000014255053277124e+00,1.000013464563973553e+00,1.000012758665387302e+00,1.000012125419008635e+00,1.000011038987144607e+00,1.000010570640883945e+00,1.000010144058396166e+00,1.000009397055729998e+00,1.000009068758470177e+00,1.000008486803004137e+00,1.000007987960675360e+00,1.000007556650036378e+00,1.000007362443255943e+00,1.000007010681387642e+00,1.000006701005753840e+00,1.000006301121710184e+00,1.000006070130595281e+00,1.000005862858337480e+00,1.000005589419497465e+00,1.000005428311416367e+00,1.000005213201819787e+00,1.000005024977887569e+00,1.000004859140096514e+00,1.000004712110120986e+00,1.000004581011233906e+00,1.000004427020091846e+00,1.000004292836070841e+00,1.000004203104160050e+00,1.000004095775418378e+00,1.000003978290362250e+00,1.000003895467671988e+00,1.000003803573675576e+00
1.000049613241583479e+00,1.000049613241583479e+00,1.000049613241583479e+00,1.000042676603323022e+00,1.000037227894635228e+00,1.000037227894635228e+00,1.000032866698957745e+00,1.000032866698957745e+00,1.000029318978896464e+00,1.000026392091454941e+00,1.000026392091454941e+00,1.000023947406593727e+00,1.000021883090175034e+00,1.000020122962937963e+00,1.000018609105267631e+00,1.000017296835452818e+00,1.000016151229419892e+00,1.000015144663952693e+00,1.000014255053277124e+00,1.000013464563973553e+00,1.000012758665387302e+00,1.000012125419008635e+00,1.000011038987144607e+00,1.000010570640883945e+00,1.000010144058396166e+00,1.000009397055729998e+00,1.000009068758470177e+00,1.000008486803004137e+00,1.000007987960675360e+00,1.000007556650036378e+00,1.000007362443255943e+00,1.000007010681387642e+00,1.000006701005753840e+00,1.000006301121710184e+00,1.000006070130595281e+00,1.000005862858337480e+00,1.000005589419497465e+00,1.000005428311416367e+00,1.000005213201819787e+00,1.000005024977887569e+00,1.000004859140096514e+00,1.000004712110120986e+00,1.000004581011233906e+00,1.000004427020091846e+00,1.000004292836070841e+00,1.000004203104160050e+00,1.000004095775418378e+00,1.000003978290362250e+00,1.000003895467671988e+00,1.000003803573675576e+00
1.000048071345003065e+00,1.000048071345003065e+00,1.000048071345003065e+00,1.000041190135966707e+00,1.000035789651311013e+00,1.000035789651311013e+00,1.000031470731453487e+00,1.000031470731453487e+00,1.000027960337569466e+00,1.000025066623563719e+00,1.000025066623563719e+00,1.000022651599845158e+00,1.000020613951075221e+00,1.000018877921716065e+00,1.000017385940999093e+00,1.000016093616683754e+00,1.000014966266639105e+00,1.000013976471302746e+00,1.000013102317437008e+00,1.000012326118699058e+00,1.000011633470536676e+00,1.000011012543128297e+00,1.000009948319350084e+00,1.000009490015852709e+00,1.000009072855443160e+00,1.000008343050428516e+00,1.000008022621431181e+00,1.000007455136217915e+00,1.000006969289710890e+00,1.000006549713990722e+00,1.000006360957585327e+00,1.000006019356308284e+00,1.000005718960838008e+00,1.000005331580509527e+00,1.000005108109728091e+00,1.000004907791153252e+00,1.000004643852592023e+00,1.000004488532445279e+00,1.000004281393331196e+00,1.000004100392630768e+00,1.000003941130966245e+00,1.000003800113075991e+00,1.000003674531668274e+00,1.000003527227604661e+00,1.000003399069308907e+00,1.000003313479487899e+00,1.000003211233463585e+00,1.000003099485812230e+00,1.000003020826335298e+00,1.000002933676213290e+00
1.000048071345003065e+00,1.000048071345003065e+00,1.000048071345003065e+00,1.000041190135966707e+00,1.000035789651311013e+00,1.000035789651311013e+00,1.000031470731453487e+00,1.000031470731453487e+00,1.000027960337569466e+00,1.000025066623563719e+00,1.000025066623563719e+00,1.000022651599845158e+00,1.000020613951075221e+00,1.000018877921716065e+00,1.000017385940999093e+00,1.000016093616683754e+00,1.000014966266639105e+00,1.000013976471302746e+00,1.000013102317437008e+00,1.000012326118699058e+00,1.000011633470536676e+00,1.000011012543128297e+00,1.000009948319350084e+00,1.000009490015852709e+00,1.000009072855443160e+00,1.000008343050428516e+00,1.000008022621431181e+00,1.000007455136217915e+00,1.000006969289710890e+00,1.000006549713990722e+00,1.000006360957585327e+00,1.000006019356308284e+00,1.000005718960838008e+00,1.000005331580509527e+00,1.000005108109728091e+00,1.000004907791153252e+00,1.000004643852592023e+00,1.000004488532445279e+00,1.000004281393331196e+00,1.000004100392630768e+00,1.000003941130966245e+00,1.000003800113075991e+00,1.000003674531668274e+00,1.000003527227604661e+00,1.000003399069308907e+00,1.000003313479487899e+00,1.000003211233463585e+00,1.000003099485812230e+00,1.000003020826335298e+00,1.000002933676213290e+00
1.000046914361268469e+00,1.000046914361268469e+00,1.000046914361268469e+00,1.000040080577159207e+00,1.000034721306189534e+00,1.000034721306189534e+00,1.000030438485134843e+00,1.000030438485134843e+00,1.000026959941863192e+00,1.000024094519488704e+00,1.000024094519488704e+00,1.000021704780829079e+00,1.000019689857089222e+00,1.000017974356818051e+00,1.000016501008605063e+00,1.000015225668307695e+00,1.000014113860977716e+00,1.000013138341296015e+00,1.000012277343543143e+00,1.000011513307057287e+00,1.000010831934973643e+00,1.000010221490257090e+00,1.000009176162695690e+00,1.000008726403759596e+00,1.000008317259582613e+00,1.000007602085713376e+00,1.000007288350608148e+00,1.000006733175758278e+00,1.000006258385220059e+00,1.000005848792848262e+00,1.000005664673341288e+00,1.000005331716293799e+00,1.000005039216209868e+00,1.000004662474197836e+00,1.000004445402070230e+00,1.000004251000218281e+00,1.000003995145591018e+00,1.000003844750699811e+00,1.000003644394421798e+00,1.000003469540985845e+00,1.000003315876195398e+00,1.000003179975398782e+00,1.000003059090363688e+00,1.000002917478557407e+00,1.000002794449882604e+00,1.000002712386366621e+00,1.000002614467658146e+00,1.000002507605038060e+00,1.000002432490474602e+00,1.000002349379912614e+00
1.000046020041032380e+00,1.000046020041032380e+00,1.000046020041032380e+00,1.000039226807888815e+00,1.000033902749397852e+00,1.000033902749397852e+00,1.000029650752089161e+00,1.000029650752089161e+00,1.000026199392173742e+00,1.000023358106450821e+00,1.000023358106450821e+00,1.000020989932706383e+00,1.000018994385554638e+00,1.000017296385792953e+00,1.000015838918506761e+00,1.000014578051956260e+00,1.000013479488465418e+00,1.000012516131701279e+00,1.000011666342034200e+00,1.000010912666163598e+00,1.000010240899200431e+00,1.000009639383324433e+00,1.000008610150003641e+00,1.000008167668273273e+00,1.000007765351168754e+00,1.000007062637674693e+00,1.000006754603200987e+00,1.000006209911956878e+00,1.000005744536712093e+00,1.000005343446209727e+00,1.000005163275533793e+00,1.000004837680061653e+00,1.000004551903932448e+00,1.000004184222054615e+00,1.000003972599506685e+00,1.000003783236903532e+00,1.000003534267543293e+00,1.000003388067750354e+00,1.000003193488957942e+00,1.000003023871860464e+00,1.000002874974762257e+00,1.000002743433141106e+00,1.000002626549031604e+00,1.000002489786780968e+00,1.000002371128537959e+00,1.000002292069561260e+00,1.000002197838028239e+00,1.000002095137993763e+00,1.000002023044239463e+00,1.000001943376163549e+00
