0.000000000000000000e+00,8.702398821005032092e-02,8.227442820604065343e-02,8.049752567077646248e-02,7.956981358409673244e-02,7.900022121642201467e-02,7.861499527980153612e-02,7.833711058555026252e-02,7.812719593296638121e-02,7.796303419425769377e-02
0.000000000000000000e+00,1.142807988367244149e-02,6.700131625141594535e-03,5.006051729387199153e-03,4.151825567328278586e-03,3.646335201434104320e-03,3.318989366139120812e-03,3.095290817645868220e-03,2.938196280876547405e-03,2.828351752538422852e-03
0.000000000000000000e+00,1.061485279066546467e-02,5.821206627582435449e-03,4.080936314924779248e-03,3.183079030589602149e-03,2.635690499184585589e-03,2.267364518599789425e-03,2.002768649593377609e-03,1.803612977948206150e-03,1.648377291806075963e-03
0.000000000000000000e+00,1.043725965892929562e-02,5.637144305272944259e-03,3.893430080950287080e-03,2.992973029814682308e-03,2.443384899253950651e-03,2.073106495938519759e-03,1.806735855050764419e-03,1.605945158612213540e-03,1.449190628624468609e-03
0.000000000000000000e+00,1.037002396320386988e-02,5.567960061412213259e-03,3.823418595008291204e-03,2.922420767228853158e-03,2.372410906791141885e-03,2.001773945837066748e-03,1.735083856722828208e-03,1.534000669927506038e-03,1.376973747024595697e-03
0.000000000000000000e+00,1.033750351465860529e-02,5.534567523828621757e-03,3.789695427645467258e-03,2.888503109101487557e-03,2.338353728906299948e-03,1.967605216628891349e-03,1.700819984516558671e-03,1.499652281112514749e-03,1.342548249533518246e-03
0.000000000000000000e+00,1.031933664470755310e-02,5.515928901799962633e-03,3.770887566481080037e-03,2.869601756093870075e-03,2.319389231391146954e-03,1.948592826667929281e-03,1.681768498374869520e-03,1.480567271563015038e-03,1.323433499732426825e-03
0.000000000000000000e+00,1.030816860086621045e-02,5.504475310016221888e-03,3.759334441706732415e-03,2.857995611312829677e-03,2.307748652226844673e-03,1.936927114310503300e-03,1.670082984202613538e-03,1.468865305704584231e-03,1.311717332923897656e-03
0.000000000000000000e+00,1.030081669857894032e-02,5.496936992989892579e-03,3.751732186141731613e-03,2.850360025677472868e-03,2.300091954096306936e-03,1.929255407505921097e-03,1.662399758626083128e-03,1.461172746828470542e-03,1.304016902648116047e-03
0.000000000000000000e+00,1.029572143391567322e-02,5.491713160634027410e-03,3.746464679578911505e-03,2.845070055720951615e-03,2.294787983187931632e-03,1.923941660091367392e-03,1.657078647340123976e-03,1.455845780143293381e-03,1.298685087504266146e-03
